"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z210","2019-10-09 00:00:00","126.000","75.000","1.000","23.200","0.920","1005.300","","0.000","-99.000","-99.000","-99.000","27.800","","20.600",""
"C0U770","2019-10-09 00:00:00","5.000","314.000","4.200","22.600","0.760","1018.000","","7.000","-99.000","-99.000","-99.000","28.000","","22.400",""
"C0Z080","2019-10-09 00:00:00","298.000","341.000","0.300","20.800","0.950","984.900","","0.000","-99.000","-99.000","-99.000","31.200","","20.200",""
"C0G640","2019-10-09 00:00:00","17.000","0.000","0.000","24.000","0.810","1014.300","","0.000","-99.000","-99.000","-99.000","30.900","","23.900",""
"C0X200","2019-10-09 00:00:00","61.000","52.000","0.500","25.900","0.960","1008.100","","0.000","-99.000","-99.000","-99.000","31.300","","24.000",""
"C0U900","2019-10-09 00:00:00","63.000","224.000","1.400","23.100","0.860","1012.400","","3.000","-99.000","-99.000","-99.000","26.500","","22.700",""
"C0Z230","2019-10-09 00:00:00","31.000","305.000","4.900","24.200","0.670","1015.700","","3.000","-99.000","-99.000","-99.000","26.900","","23.300",""
"C0F9O0","2019-10-09 00:00:00","175.000","0.000","0.100","27.100","0.880","995.000","","0.000","-99.000","-99.000","-99.000","31.500","","24.800",""
"C0K560","2019-10-09 00:00:00","117.000","118.000","0.500","25.400","0.910","1002.300","","0.000","-99.000","-99.000","-99.000","32.200","","23.800",""
"C0C630","2019-10-09 00:00:00","209.000","57.000","2.200","23.400","0.810","993.100","","0.000","-99.000","-99.000","-99.000","28.100","","23.400",""
"C0D550","2019-10-09 00:00:00","1956.000","0.000","0.200","14.400","0.970","815.600","","0.000","-99.000","-99.000","-99.000","21.100","","13.800",""
"C0T9E0","2019-10-09 00:00:00","415.000","0.000","0.000","20.100","0.910","972.800","","2.500","-99.000","-99.000","-99.000","26.000","","20.100",""
"C0U960","2019-10-09 00:00:00","1885.000","185.000","0.900","10.600","0.990","820.000","","0.000","-99.000","-99.000","-99.000","19.600","","10.500",""
"C0AI30","2019-10-09 00:00:00","26.000","114.000","3.900","25.100","0.910","1015.400","","0.000","-99.000","-99.000","-99.000","28.400","","25.100",""
"C0R240","2019-10-09 00:00:00","87.000","45.000","0.300","24.200","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","31.700","","23.300",""
"C0AD30","2019-10-09 00:00:00","20.000","126.000","3.000","25.800","0.800","1013.500","","0.000","-99.000","-99.000","-99.000","29.300","","25.800",""
"C0D430","2019-10-09 00:00:00","87.000","0.000","0.000","23.700","0.790","1004.600","","0.000","-99.000","-99.000","-99.000","31.700","","20.500",""
"C0X210","2019-10-09 00:00:00","38.000","183.000","0.900","26.200","0.890","1009.100","","0.000","-99.000","-99.000","-99.000","31.500","","23.900",""
"C0R680","2019-10-09 00:00:00","13.000","63.000","5.700","26.600","-99.000","1013.800","","0.000","-99.000","-99.000","-99.000","29.000","","25.800",""
"C0AH10","2019-10-09 00:00:00","30.000","138.000","1.900","25.200","0.870","1013.300","","0.000","-99.000","-99.000","-99.000","29.000","","24.900",""
"C0O960","2019-10-09 00:00:00","112.000","155.000","0.800","25.200","0.910","1002.500","","0.000","-99.000","-99.000","-99.000","30.200","","24.000",""
"C0H950","2019-10-09 00:00:00","192.000","0.000","0.000","24.400","0.990","993.900","","0.000","-99.000","-99.000","-99.000","32.000","","22.200",""
"C0C690","2019-10-09 00:00:00","242.000","137.000","1.000","22.900","0.840","989.900","","0.000","-99.000","-99.000","-99.000","27.600","","22.900",""
"C0V370","2019-10-09 00:00:00","74.000","0.000","0.000","24.500","1.000","1007.300","","0.000","-99.000","-99.000","-99.000","31.600","","23.300",""
"C0I110","2019-10-09 00:00:00","161.000","142.000","0.900","25.900","0.840","997.400","","0.000","-99.000","-99.000","-99.000","31.100","","24.000",""
"C0M750","2019-10-09 00:00:00","10.000","69.000","0.500","27.000","0.750","1013.800","","0.000","-99.000","-99.000","-99.000","29.900","","25.000",""
"C0U970","2019-10-09 00:00:00","7.000","359.000","1.500","23.500","0.900","1018.500","","3.000","-99.000","-99.000","-99.000","29.000","","23.500",""
"C0X300","2019-10-09 00:00:00","70.000","0.000","0.000","25.300","0.930","1007.100","","0.500","-99.000","-99.000","-99.000","31.900","","23.200",""
"C0R480","2019-10-09 00:00:00","57.000","0.000","0.000","25.900","0.850","1008.600","","0.000","-99.000","-99.000","-99.000","32.300","","24.400",""
"C0A9E0","2019-10-09 00:00:00","26.000","155.000","1.500","25.700","0.810","1015.200","","0.000","-99.000","-99.000","-99.000","29.400","","25.500",""
"C0R590","2019-10-09 00:00:00","72.000","98.000","0.900","25.000","0.990","1006.900","","4.500","-99.000","-99.000","-99.000","31.500","","24.500",""
"C0G820","2019-10-09 00:00:00","29.000","0.000","0.000","25.900","0.820","1010.800","","0.000","-99.000","-99.000","-99.000","32.600","","25.100",""
"C0U600","2019-10-09 00:00:00","10.000","321.000","0.900","22.900","0.990","1016.900","","3.000","-99.000","-99.000","-99.000","28.400","","22.900",""
"C0U910","2019-10-09 00:00:00","17.000","8.000","1.000","23.600","0.810","1016.500","","1.500","-99.000","-99.000","-99.000","26.700","","23.400",""
"C0D650","2019-10-09 00:00:00","97.000","80.000","4.400","25.000","0.760","1005.100","","0.000","-99.000","-99.000","-99.000","29.300","","24.600",""
"C0K510","2019-10-09 00:00:00","10.000","155.000","0.500","26.200","0.780","1013.200","","0.000","-99.000","-99.000","-99.000","32.200","","24.900",""
"C0V360","2019-10-09 00:00:00","94.000","231.000","1.100","24.600","0.950","1004.500","","0.000","-99.000","-99.000","-99.000","32.500","","23.400",""
"C0M780","2019-10-09 00:00:00","30.000","0.000","0.000","26.400","0.820","1012.000","","0.000","-99.000","-99.000","-99.000","31.800","","24.300",""
"C0G850","2019-10-09 00:00:00","62.000","179.000","2.300","27.400","0.830","1006.800","","0.000","-99.000","-99.000","-99.000","33.100","","26.600",""
"C0K530","2019-10-09 00:00:00","12.000","133.000","0.700","25.900","0.750","1013.600","","0.000","-99.000","-99.000","-99.000","30.000","","25.400",""
"C0V750","2019-10-09 00:00:00","50.000","171.000","0.800","27.300","1.000","1010.500","","0.000","-99.000","-99.000","-99.000","31.400","","25.900",""
"C0M830","2019-10-09 00:00:00","540.000","182.000","0.300","23.000","0.990","956.400","","0.000","-99.000","-99.000","-99.000","28.900","","20.200",""
"C0T790","2019-10-09 00:00:00","2830.000","131.000","3.700","8.200","0.990","731.700","","0.000","-99.000","-99.000","-99.000","18.500","","8.200",""
"C0S730","2019-10-09 00:00:00","110.000","33.000","8.300","25.200","0.790","1004.000","","0.000","-99.000","-99.000","-99.000","27.600","","24.500",""
"C0F0D0","2019-10-09 00:00:00","3171.000","121.000","1.200","10.000","0.320","702.400","","0.000","-99.000","-99.000","-99.000","17.100","","7.800",""
"C0F9X0","2019-10-09 00:00:00","166.000","128.000","0.600","25.300","0.790","996.700","","0.000","-99.000","-99.000","-99.000","29.900","","24.000",""
"C0F9Q0","2019-10-09 00:00:00","149.000","0.000","0.200","24.400","0.890","997.100","","0.000","-99.000","-99.000","-99.000","31.000","","23.100",""
"C0E780","2019-10-09 00:00:00","160.000","0.000","0.000","23.500","0.820","997.000","","0.000","-99.000","-99.000","-99.000","31.300","","22.400",""
"C0SA80","2019-10-09 00:00:00","136.000","283.000","0.300","22.000","0.990","1001.400","","18.000","-99.000","-99.000","-99.000","28.300","","21.000",""
"C0T960","2019-10-09 00:00:00","120.000","0.000","0.100","21.800","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","29.400","","20.900",""
"C0UA50","2019-10-09 00:00:00","808.000","167.000","2.300","19.400","0.990","928.900","","7.000","-99.000","-99.000","-99.000","22.200","","17.800",""
"C0U860","2019-10-09 00:00:00","5.000","248.000","1.600","23.000","0.940","1018.000","","47.500","-99.000","-99.000","-99.000","29.100","","23.000",""
"C0F0C0","2019-10-09 00:00:00","983.000","0.000","0.000","20.100","0.920","907.800","","0.000","-99.000","-99.000","-99.000","25.800","","19.100",""
"C0D480","2019-10-09 00:00:00","223.000","0.000","0.000","23.000","0.860","989.900","","0.000","-99.000","-99.000","-99.000","29.300","","22.600",""
"C0K291","2019-10-09 00:00:00","8.000","0.000","0.000","26.300","0.790","1014.500","","0.000","-99.000","-99.000","-99.000","29.900","","25.200",""
"C0X170","2019-10-09 00:00:00","50.000","164.000","1.200","27.200","0.830","1008.800","","0.000","-99.000","-99.000","-99.000","32.400","","25.400",""
"C0AH30","2019-10-09 00:00:00","755.000","65.000","3.500","19.500","1.000","933.900","","3.500","9.700","31.000","","21.200","","19.300",""
"C0R130","2019-10-09 00:00:00","1040.000","0.000","0.200","18.200","0.970","900.200","","0.000","-99.000","-99.000","-99.000","28.000","","17.500",""
"C0M790","2019-10-09 00:00:00","15.000","0.000","0.000","26.400","0.710","1012.200","","0.000","-99.000","-99.000","-99.000","33.000","","24.700",""
"C0E530","2019-10-09 00:00:00","341.000","0.000","0.000","22.200","0.930","976.400","","0.000","-99.000","-99.000","-99.000","29.300","","21.300",""
"C0W150","2019-10-09 00:00:00","42.000","62.000","4.200","26.300","0.770","1013.300","","0.000","14.600","62.000","","31.400","","24.900",""
"C0AH90","2019-10-09 00:00:00","660.000","0.000","0.000","18.400","0.990","947.200","","1.500","-99.000","-99.000","-99.000","21.800","","18.200",""
"C0F9K0","2019-10-09 00:00:00","30.000","40.000","1.700","24.600","0.760","1009.900","","0.000","-99.000","-99.000","-99.000","29.300","","24.000",""
"C0H990","2019-10-09 00:00:00","3076.000","0.000","0.000","7.700","0.500","710.300","","0.000","-99.000","-99.000","-99.000","17.500","","7.300",""
"C0V260","2019-10-09 00:00:00","126.000","6.000","0.800","26.200","0.900","1001.300","","0.000","-99.000","-99.000","-99.000","33.900","","24.600",""
"C0S970","2019-10-09 00:00:00","19.000","356.000","1.100","25.600","0.780","1014.500","","0.000","-99.000","-99.000","-99.000","28.800","","24.200",""
"C0U940","2019-10-09 00:00:00","25.000","37.000","1.400","22.500","0.810","1016.400","","0.500","-99.000","-99.000","-99.000","27.400","","22.000",""
"C0A860","2019-10-09 00:00:00","362.000","40.000","4.100","21.900","0.990","977.000","","0.500","-99.000","-99.000","-99.000","24.700","","21.900",""
"C0I480","2019-10-09 00:00:00","2165.000","0.000","0.000","11.600","0.990","792.900","","0.000","-99.000","-99.000","-99.000","20.700","","9.300",""
"CM0150","2019-10-09 00:00:00","11.000","14.000","0.400","24.100","0.790","1015.800","","0.000","-99.000","-99.000","-99.000","29.300","","22.800",""
"C0X080","2019-10-09 00:00:00","2.000","28.000","0.500","26.400","0.880","1014.600","","0.000","-99.000","-99.000","-99.000","32.900","","24.100",""
"C0AH00","2019-10-09 00:00:00","38.000","88.000","1.600","24.500","0.990","1013.200","","3.000","-99.000","-99.000","-99.000","27.700","","24.500",""
"C0V700","2019-10-09 00:00:00","24.000","269.000","1.200","27.500","0.790","1011.500","","0.000","-99.000","-99.000","-99.000","30.700","","26.700",""
"C0AD00","2019-10-09 00:00:00","86.000","82.000","2.900","25.200","0.850","1008.500","","0.500","-99.000","-99.000","-99.000","27.900","","24.900",""
"C0O900","2019-10-09 00:00:00","9.000","134.000","1.400","26.500","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","32.500","","24.500",""
"C0R570","2019-10-09 00:00:00","37.000","12.000","1.300","26.200","0.850","1009.900","","0.000","-99.000","-99.000","-99.000","32.300","","24.700",""
"C0V760","2019-10-09 00:00:00","30.000","89.000","0.500","26.700","0.870","1012.300","","0.000","-99.000","-99.000","-99.000","31.800","","25.500",""
"C0T9I0","2019-10-09 00:00:00","152.000","200.000","0.700","22.100","0.870","1002.200","","3.500","-99.000","-99.000","-99.000","28.700","","21.700",""
"C0O980","2019-10-09 00:00:00","18.000","0.000","0.100","26.000","0.920","1014.000","","0.000","-99.000","-99.000","-99.000","32.800","","23.800",""
"C0R270","2019-10-09 00:00:00","51.000","327.000","0.900","25.400","0.970","1008.300","","0.000","-99.000","-99.000","-99.000","31.500","","23.900",""
"C0T9H0","2019-10-09 00:00:00","725.000","13.000","4.400","18.900","0.990","938.500","","6.500","-99.000","-99.000","-99.000","23.800","","18.900",""
"C0A660","2019-10-09 00:00:00","97.000","62.000","0.700","23.900","0.910","1006.500","","3.500","-99.000","-99.000","-99.000","26.200","","23.100",""
"C0A890","2019-10-09 00:00:00","40.000","0.000","0.100","23.900","0.950","1012.900","","1.500","-99.000","-99.000","-99.000","27.000","","23.500",""
"C0O840","2019-10-09 00:00:00","134.000","149.000","1.400","25.700","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","30.600","","23.600",""
"C0R530","2019-10-09 00:00:00","16.000","53.000","1.800","25.900","0.790","1013.000","","0.000","-99.000","-99.000","-99.000","29.400","","24.600",""
"C0G870","2019-10-09 00:00:00","12.000","0.000","0.000","24.200","0.820","1014.200","","0.000","-99.000","-99.000","-99.000","30.500","","24.200",""
"C0M820","2019-10-09 00:00:00","980.000","56.000","0.600","20.700","0.900","908.900","","0.000","-99.000","-99.000","-99.000","25.900","","17.300",""
"C0F9S0","2019-10-09 00:00:00","43.000","91.000","0.500","26.400","0.760","1010.100","","0.000","-99.000","-99.000","-99.000","31.500","","25.600",""
"C0R160","2019-10-09 00:00:00","45.000","39.000","0.900","24.700","0.990","1009.400","","11.500","-99.000","-99.000","-99.000","32.300","","23.900",""
"C0A950","2019-10-09 00:00:00","60.000","67.000","9.100","25.500","0.790","1011.400","","0.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0F9L0","2019-10-09 00:00:00","253.000","58.000","0.900","25.500","0.860","986.000","","0.000","-99.000","-99.000","-99.000","30.500","","22.800",""
"C0R550","2019-10-09 00:00:00","38.000","63.000","1.700","24.700","1.000","1011.400","","0.000","-99.000","-99.000","-99.000","31.300","","23.700",""
"C0V530","2019-10-09 00:00:00","34.000","35.000","0.300","26.600","1.000","1010.900","","0.000","-99.000","-99.000","-99.000","31.400","","24.800",""
"C0AI10","2019-10-09 00:00:00","76.000","239.000","1.100","24.200","0.840","1008.500","","0.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0F9U0","2019-10-09 00:00:00","74.000","0.000","0.200","27.100","0.710","1006.500","","0.000","-99.000","-99.000","-99.000","32.000","","26.200",""
"C0V680","2019-10-09 00:00:00","40.000","0.000","0.000","27.100","0.820","1010.500","","0.000","-99.000","-99.000","-99.000","30.600","","25.500",""
"C0Z290","2019-10-09 00:00:00","946.000","7.000","1.500","17.400","0.910","914.100","","0.000","-99.000","-99.000","-99.000","25.000","","17.300",""
"CM0120","2019-10-09 00:00:00","4.000","144.000","1.200","26.200","0.730","1014.400","","0.000","-99.000","-99.000","-99.000","29.900","","25.800",""
"C0G760","2019-10-09 00:00:00","53.000","207.000","0.300","25.800","0.990","1011.000","","0.000","-99.000","-99.000","-99.000","32.100","","24.900",""
"C0K450","2019-10-09 00:00:00","35.000","202.000","0.500","26.000","0.750","1010.300","","0.000","-99.000","-99.000","-99.000","33.400","","24.600",""
"C0E820","2019-10-09 00:00:00","220.000","0.000","0.200","22.100","0.910","990.500","","0.000","-99.000","-99.000","-99.000","29.700","","20.600",""
"C0A530","2019-10-09 00:00:00","300.000","173.000","0.400","21.600","0.990","984.200","","7.500","-99.000","-99.000","-99.000","26.700","","21.600",""
"C0M520","2019-10-09 00:00:00","15.000","65.000","0.500","26.100","0.810","1012.900","","0.000","-99.000","-99.000","-99.000","31.000","","23.500",""
"C0K240","2019-10-09 00:00:00","1132.000","1.000","1.300","19.900","0.990","895.200","","0.000","-99.000","-99.000","-99.000","27.200","","18.500",""
"C0V210","2019-10-09 00:00:00","734.000","182.000","0.800","22.300","0.900","935.500","","0.000","-99.000","-99.000","-99.000","29.600","","16.000",""
"C0Z320","2019-10-09 00:00:00","646.000","0.000","0.000","19.900","0.950","946.400","","0.000","-99.000","-99.000","-99.000","29.700","","16.100",""
"C0R600","2019-10-09 00:00:00","766.000","287.000","0.600","21.800","0.920","930.400","","0.000","-99.000","-99.000","-99.000","25.400","","21.600",""
"C0C650","2019-10-09 00:00:00","208.000","53.000","2.600","23.300","0.790","992.800","","0.000","-99.000","-99.000","-99.000","27.700","","23.300",""
"C0F9I0","2019-10-09 00:00:00","194.000","184.000","1.100","25.700","0.790","992.600","","0.000","-99.000","-99.000","-99.000","29.900","","23.700",""
"C0T820","2019-10-09 00:00:00","550.000","0.000","0.000","21.000","0.900","960.800","","0.000","-99.000","-99.000","-99.000","27.900","","17.300",""
"C0S890","2019-10-09 00:00:00","238.000","355.000","1.200","22.600","0.910","993.700","","0.000","-99.000","-99.000","-99.000","29.900","","20.000",""
"C0G840","2019-10-09 00:00:00","32.000","139.000","0.500","25.600","0.800","1008.900","","0.000","-99.000","-99.000","-99.000","31.900","","24.800",""
"C0V710","2019-10-09 00:00:00","34.000","348.000","1.200","28.000","0.760","1011.000","","0.000","-99.000","-99.000","-99.000","30.500","","26.300",""
"C0X140","2019-10-09 00:00:00","17.000","0.000","0.200","28.300","0.830","1012.400","","0.000","-99.000","-99.000","-99.000","32.200","","25.700",""
"C0C680","2019-10-09 00:00:00","228.000","139.000","2.200","22.200","0.940","989.800","","1.500","-99.000","-99.000","-99.000","27.000","","22.200",""
"C0D360","2019-10-09 00:00:00","523.000","0.000","0.000","21.600","0.720","956.300","","0.000","-99.000","-99.000","-99.000","28.900","","19.400",""
"C0C710","2019-10-09 00:00:00","143.000","241.000","0.600","23.700","0.800","1000.600","","0.000","-99.000","-99.000","-99.000","28.900","","23.100",""
"C0Z190","2019-10-09 00:00:00","62.000","288.000","1.800","25.200","0.820","1010.700","","0.000","-99.000","-99.000","-99.000","28.100","","23.200",""
"C0Z020","2019-10-09 00:00:00","211.000","12.000","4.000","22.400","0.990","993.700","","0.000","-99.000","-99.000","-99.000","28.400","","19.000",""
"C0I380","2019-10-09 00:00:00","258.000","0.000","0.000","25.300","0.990","985.100","","0.000","-99.000","-99.000","-99.000","31.600","","23.600",""
"C0D560","2019-10-09 00:00:00","147.000","70.000","1.100","24.900","0.700","999.300","","0.000","-99.000","-99.000","-99.000","32.000","","23.000",""
"C0Z220","2019-10-09 00:00:00","589.000","261.000","2.100","19.400","0.950","954.200","","0.000","-99.000","-99.000","-99.000","26.500","","19.400",""
"C0R220","2019-10-09 00:00:00","23.000","86.000","0.800","26.100","1.000","1012.700","","0.000","-99.000","-99.000","-99.000","30.900","","23.900",""
"C0A870","2019-10-09 00:00:00","685.000","73.000","5.500","-99.000","-99.000","939.400","","2.000","11.500","81.000","","-999.000","","-999.000",""
"C0V670","2019-10-09 00:00:00","20.000","239.000","0.400","28.000","0.790","1012.700","","0.000","-99.000","-99.000","-99.000","30.500","","26.300",""
"C0G770","2019-10-09 00:00:00","15.000","359.000","0.300","26.100","0.750","1012.700","","0.000","-99.000","-99.000","-99.000","31.200","","25.800",""
"C0C540","2019-10-09 00:00:00","46.000","85.000","3.600","24.600","0.800","1011.900","","0.000","-99.000","-99.000","-99.000","30.300","","23.800",""
"C0I520","2019-10-09 00:00:00","3860.000","351.000","0.800","3.900","0.550","646.000","","-99.000","-99.000","-99.000","-99.000","10.900","","3.900",""
"C0C590","2019-10-09 00:00:00","72.000","51.000","2.400","25.100","0.830","1008.100","","0.000","-99.000","-99.000","-99.000","29.100","","24.000",""
"C0G780","2019-10-09 00:00:00","27.000","157.000","1.100","26.200","0.750","1011.400","","0.000","-99.000","-99.000","-99.000","31.800","","25.900",""
"C0V660","2019-10-09 00:00:00","25.000","0.000","0.000","26.800","0.890","1013.200","","0.000","-99.000","-99.000","-99.000","31.600","","25.600",""
"C0F9R0","2019-10-09 00:00:00","20.000","0.000","0.000","25.100","0.880","1013.400","","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0W130","2019-10-09 00:00:00","18.000","26.000","5.800","26.100","0.790","1012.300","","0.000","14.500","14.000","","28.300","","25.600",""
"C0C700","2019-10-09 00:00:00","151.000","70.000","3.900","24.300","0.770","1000.200","","0.000","-99.000","-99.000","-99.000","28.300","","24.300",""
"C0R100","2019-10-09 00:00:00","1006.000","18.000","0.700","19.200","0.990","906.200","","0.000","-99.000","-99.000","-99.000","25.600","","17.900",""
"C0X120","2019-10-09 00:00:00","28.000","161.000","1.400","27.100","0.830","1012.900","","0.000","-99.000","-99.000","-99.000","31.600","","25.900",""
"C0R670","2019-10-09 00:00:00","26.000","52.000","2.800","26.400","-99.000","1013.100","","0.000","-99.000","-99.000","-99.000","30.400","","26.000",""
"C0W110","2019-10-09 00:00:00","16.000","33.000","7.200","23.900","0.820","1017.500","","0.500","13.600","16.000","","25.800","","23.500",""
"CM0130","2019-10-09 00:00:00","11.000","54.000","0.600","27.600","0.760","1014.500","","0.000","-99.000","-99.000","-99.000","28.800","","26.800",""
"C0AC70","2019-10-09 00:00:00","71.000","89.000","1.600","24.200","0.910","1009.600","","3.500","-99.000","-99.000","-99.000","28.600","","24.200",""
"CM0100","2019-10-09 00:00:00","25.000","22.000","3.500","26.100","0.660","1012.500","","0.000","-99.000","-99.000","-99.000","30.300","","24.900",""
"C0X050","2019-10-09 00:00:00","25.000","186.000","0.400","26.700","0.860","1011.200","","0.000","-99.000","-99.000","-99.000","33.400","","23.700",""
"C0K580","2019-10-09 00:00:00","26.000","136.000","0.400","24.700","0.860","1013.000","","0.000","-99.000","-99.000","-99.000","32.000","","24.500",""
"C0G650","2019-10-09 00:00:00","34.000","150.000","0.800","25.500","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","31.400","","24.100",""
"C0T9B0","2019-10-09 00:00:00","558.000","243.000","1.300","21.100","0.790","957.000","","2.500","-99.000","-99.000","-99.000","25.400","","20.500",""
"C0E850","2019-10-09 00:00:00","104.000","0.000","0.000","22.500","0.920","1003.100","","0.000","-99.000","-99.000","-99.000","30.900","","21.500",""
"C0S990","2019-10-09 00:00:00","409.000","28.000","5.000","22.400","0.950","971.000","","1.500","-99.000","-99.000","-99.000","25.900","","22.000",""
"C0X240","2019-10-09 00:00:00","394.000","168.000","0.700","23.400","0.910","971.800","","0.000","-99.000","-99.000","-99.000","29.600","","21.200",""
"C0I090","2019-10-09 00:00:00","910.000","241.000","0.600","21.500","0.920","916.200","","0.000","-99.000","-99.000","-99.000","26.400","","19.800",""
"C0I490","2019-10-09 00:00:00","1601.000","85.000","1.600","16.400","0.990","845.900","","0.000","-99.000","-99.000","-99.000","24.500","","15.200",""
"C0Z050","2019-10-09 00:00:00","830.000","0.000","0.000","19.200","0.920","928.200","","0.000","-99.000","-99.000","-99.000","25.000","","17.200",""
"C0X150","2019-10-09 00:00:00","18.000","151.000","0.600","28.400","0.800","1014.100","","0.000","-99.000","-99.000","-99.000","31.900","","26.200",""
"C0R690","2019-10-09 00:00:00","248.000","36.000","2.600","24.100","-99.000","986.500","","0.000","-99.000","-99.000","-99.000","27.400","","23.200",""
"C0U720","2019-10-09 00:00:00","1260.000","229.000","2.000","15.900","0.990","893.000","","12.000","-99.000","-99.000","-99.000","22.600","","15.600",""
"C0W140","2019-10-09 00:00:00","21.000","40.000","3.400","25.700","0.790","1016.000","","0.000","-99.000","-99.000","-99.000","30.200","","24.200",""
"C0G660","2019-10-09 00:00:00","27.000","0.000","0.200","24.700","0.860","1013.100","","0.000","-99.000","-99.000","-99.000","33.300","","24.300",""
"C0E750","2019-10-09 00:00:00","62.000","69.000","0.900","24.100","0.800","1006.800","","0.000","-99.000","-99.000","-99.000","31.200","","23.300",""
"C0U520","2019-10-09 00:00:00","517.000","230.000","0.600","19.700","0.990","962.900","","5.000","-99.000","-99.000","-99.000","22.400","","19.600",""
"C0T9G0","2019-10-09 00:00:00","605.000","47.000","1.000","20.000","0.990","952.900","","1.000","-99.000","-99.000","-99.000","24.900","","20.000",""
"C0S700","2019-10-09 00:00:00","507.000","97.000","0.400","20.200","0.950","961.500","","7.500","-99.000","-99.000","-99.000","27.200","","20.200",""
"C0Z310","2019-10-09 00:00:00","59.000","358.000","1.000","22.900","0.890","1012.200","","0.000","-99.000","-99.000","-99.000","29.600","","22.900",""
"C0E610","2019-10-09 00:00:00","850.000","0.000","0.000","21.700","0.790","922.900","","0.000","-99.000","-99.000","-99.000","25.800","","20.200",""
"C0R280","2019-10-09 00:00:00","242.000","59.000","3.800","24.300","-99.000","987.700","","0.000","-99.000","-99.000","-99.000","27.100","","23.200",""
"C0V450","2019-10-09 00:00:00","51.000","108.000","0.800","26.000","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","31.100","","23.700",""
"C0M720","2019-10-09 00:00:00","225.000","295.000","0.300","25.100","0.890","989.700","","0.500","-99.000","-99.000","-99.000","30.900","","23.600",""
"C0AD10","2019-10-09 00:00:00","27.000","90.000","0.800","26.300","0.710","1014.100","","0.000","-99.000","-99.000","-99.000","29.100","","24.700",""
"C0Z180","2019-10-09 00:00:00","34.000","265.000","0.800","23.200","0.810","1014.400","","0.000","-99.000","-99.000","-99.000","28.000","","23.200",""
"C0K420","2019-10-09 00:00:00","42.000","197.000","0.800","26.000","0.730","1009.900","","0.000","-99.000","-99.000","-99.000","30.900","","25.100",""
"C0D540","2019-10-09 00:00:00","227.000","114.000","0.300","22.400","0.780","990.900","","0.000","-99.000","-99.000","-99.000","30.800","","20.100",""
"C0E590","2019-10-09 00:00:00","40.000","0.000","0.200","22.800","0.900","1009.600","","0.000","-99.000","-99.000","-99.000","30.900","","22.000",""
"C0Z330","2019-10-09 00:00:00","488.000","126.000","0.600","20.300","0.970","965.100","","0.000","-99.000","-99.000","-99.000","28.900","","19.900",""
"C0R580","2019-10-09 00:00:00","10.000","115.000","1.100","25.800","0.850","1013.800","","0.000","-99.000","-99.000","-99.000","30.600","","24.200",""
"C0S810","2019-10-09 00:00:00","65.000","11.000","1.200","24.400","0.760","1012.500","","0.500","-99.000","-99.000","-99.000","30.600","","22.000",""
"C0V820","2019-10-09 00:00:00","441.000","0.000","0.200","23.000","0.990","968.200","","1.000","-99.000","-99.000","-99.000","31.300","","20.600",""
"C0K490","2019-10-09 00:00:00","91.000","178.000","0.800","25.400","0.880","1004.300","","0.000","-99.000","-99.000","-99.000","31.100","","23.900",""
"C0SA20","2019-10-09 00:00:00","857.000","14.000","2.500","18.300","1.000","922.400","","12.000","-99.000","-99.000","-99.000","21.700","","18.300",""
"CM0140","2019-10-09 00:00:00","26.000","58.000","1.000","25.800","0.640","1015.200","","1.500","-99.000","-99.000","-99.000","29.700","","25.600",""
"C0AC80","2019-10-09 00:00:00","40.000","0.000","0.000","23.700","0.930","1013.000","","0.500","-99.000","-99.000","-99.000","27.800","","23.700",""
"C0M810","2019-10-09 00:00:00","1354.000","180.000","0.900","17.900","0.990","869.500","","0.000","-99.000","-99.000","-99.000","22.000","","16.500",""
"C0I360","2019-10-09 00:00:00","300.000","27.000","1.500","25.000","0.830","980.500","","0.000","-99.000","-99.000","-99.000","30.600","","23.200",""
"C0C620","2019-10-09 00:00:00","19.000","71.000","0.800","25.000","0.840","1014.000","","0.000","-99.000","-99.000","-99.000","29.100","","24.200",""
"C0G790","2019-10-09 00:00:00","27.000","0.000","0.100","26.000","0.900","1013.600","","0.000","-99.000","-99.000","-99.000","32.900","","24.700",""
"C0M850","2019-10-09 00:00:00","695.000","0.000","0.000","21.800","0.980","937.700","","0.000","-99.000","-99.000","-99.000","28.900","","20.600",""
"C0UA20","2019-10-09 00:00:00","2619.000","181.000","1.300","10.500","0.690","-99.000","","0.500","-99.000","-99.000","-99.000","18.100","","8.500",""
"C0F9V0","2019-10-09 00:00:00","525.000","174.000","1.600","24.300","0.830","958.300","","0.000","-99.000","-99.000","-99.000","30.900","","21.900",""
