"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F850","2019-10-09 06:00:00","379.000","130.000","0.300","21.900","0.910","971.200","","0.000","-99.000","-99.000","-99.000","23.700","","21.900",""
"C0AH50","2019-10-09 06:00:00","275.000","88.000","3.200","23.400","0.990","985.100","","0.000","-99.000","-99.000","-99.000","23.400","","22.300",""
"C0Z160","2019-10-09 06:00:00","124.000","0.000","0.100","20.700","0.910","1004.000","","0.000","-99.000","-99.000","-99.000","23.300","","18.900",""
"C0R540","2019-10-09 06:00:00","17.000","104.000","1.300","23.500","0.820","1011.900","","0.000","-99.000","-99.000","-99.000","25.900","","23.500",""
"C0K480","2019-10-09 06:00:00","56.000","9.000","1.400","24.600","0.920","1007.600","","0.000","-99.000","-99.000","-99.000","26.200","","24.600",""
"C0H890","2019-10-09 06:00:00","440.000","0.000","0.000","22.500","0.770","964.600","","0.000","-99.000","-99.000","-99.000","24.500","","22.100",""
"C0S770","2019-10-09 06:00:00","375.000","360.000","0.900","22.300","0.740","973.300","","0.000","-99.000","-99.000","-99.000","22.300","","21.900",""
"C0X230","2019-10-09 06:00:00","29.000","153.000","1.300","25.700","0.850","1011.900","","0.000","-99.000","-99.000","-99.000","26.600","","25.400",""
"C0B010","2019-10-09 06:00:00","38.000","72.000","4.000","25.100","0.860","1010.000","","0.500","-99.000","-99.000","-99.000","25.500","","24.800",""
"C1R340","2019-10-09 06:00:00","230.000","-99.000","-99.000","-99.000","0.870","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2019-10-09 06:00:00","49.000","40.000","0.700","24.600","0.860","1008.200","","0.000","-99.000","-99.000","-99.000","25.400","","24.600",""
"C0V440","2019-10-09 06:00:00","27.000","0.000","0.200","24.000","0.860","1010.700","","0.000","-99.000","-99.000","-99.000","26.200","","23.900",""
"C0SA40","2019-10-09 06:00:00","200.000","299.000","0.500","20.700","0.930","994.300","","0.000","-99.000","-99.000","-99.000","23.200","","20.600",""
"C0Z280","2019-10-09 06:00:00","224.000","0.000","0.200","20.100","0.990","992.900","","0.000","-99.000","-99.000","-99.000","22.900","","20.000",""
"C0Z070","2019-10-09 06:00:00","247.000","341.000","0.600","20.400","0.980","988.800","","0.000","-99.000","-99.000","-99.000","22.300","","20.300",""
"CM0180","2019-10-09 06:00:00","313.000","0.000","0.100","20.800","0.950","979.700","","0.000","-99.000","-99.000","-99.000","23.600","","20.800",""
"C0T9N0","2019-10-09 06:00:00","261.000","341.000","1.100","20.500","0.910","987.600","","0.000","-99.000","-99.000","-99.000","22.400","","20.400",""
"C0K470","2019-10-09 06:00:00","97.000","0.000","0.000","24.700","0.990","1003.000","","0.000","-99.000","-99.000","-99.000","25.700","","24.700",""
"C0R720","2019-10-09 06:00:00","214.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V650","2019-10-09 06:00:00","28.000","115.000","1.900","25.500","0.850","1012.700","","0.000","-99.000","-99.000","-99.000","27.100","","25.500",""
"C0H9C0","2019-10-09 06:00:00","3402.000","90.000","2.600","7.700","1.000","679.900","","0.000","-99.000","-99.000","-99.000","7.700","","4.400",""
"C0U780","2019-10-09 06:00:00","15.000","274.000","1.600","21.400","0.950","1016.000","","18.500","-99.000","-99.000","-99.000","24.000","","20.500",""
"C0U760","2019-10-09 06:00:00","22.000","0.000","0.200","22.500","0.990","1016.100","","32.000","-99.000","-99.000","-99.000","22.500","","21.400",""
"C0X290","2019-10-09 06:00:00","10.000","185.000","2.000","26.100","0.880","1012.700","","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0R420","2019-10-09 06:00:00","504.000","55.000","3.000","20.100","-99.000","953.700","","0.000","-99.000","-99.000","-99.000","21.200","","20.100",""
"C0E830","2019-10-09 06:00:00","37.000","31.000","1.100","24.100","0.770","1009.800","","0.000","-99.000","-99.000","-99.000","25.100","","24.000",""
"C0K330","2019-10-09 06:00:00","38.000","355.000","0.500","24.800","0.880","1009.500","","0.000","-99.000","-99.000","-99.000","25.900","","24.700",""
"C0D580","2019-10-09 06:00:00","120.000","0.000","0.200","21.000","0.810","1000.600","","0.000","-99.000","-99.000","-99.000","21.500","","20.000",""
"C0E810","2019-10-09 06:00:00","53.000","337.000","1.800","22.400","0.860","1008.500","","0.000","-99.000","-99.000","-99.000","23.100","","22.300",""
"C0G830","2019-10-09 06:00:00","27.000","55.000","0.900","24.500","1.000","1009.500","","0.000","-99.000","-99.000","-99.000","24.900","","23.800",""
"C0A550","2019-10-09 06:00:00","422.000","0.000","0.000","21.600","1.000","970.200","","5.000","-99.000","-99.000","-99.000","21.600","","21.300",""
"C0G750","2019-10-09 06:00:00","31.000","18.000","1.000","24.300","0.880","1011.500","","0.000","-99.000","-99.000","-99.000","25.000","","24.000",""
"C0Z270","2019-10-09 06:00:00","343.000","252.000","1.800","20.900","0.840","978.700","","0.000","-99.000","-99.000","-99.000","22.400","","20.600",""
"C0UA30","2019-10-09 06:00:00","1397.000","0.000","0.200","14.900","1.000","865.400","","0.500","-99.000","-99.000","-99.000","15.400","","14.500",""
"C0I080","2019-10-09 06:00:00","536.000","0.000","0.000","21.200","0.920","957.400","","0.000","-99.000","-99.000","-99.000","23.400","","21.200",""
"C0UA00","2019-10-09 06:00:00","392.000","0.000","0.200","18.900","-99.000","974.600","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"C0AD40","2019-10-09 06:00:00","32.000","76.000","1.500","23.800","0.860","1012.700","","2.000","-99.000","-99.000","-99.000","23.800","","22.400",""
"C0S660","2019-10-09 06:00:00","794.000","213.000","1.600","16.200","0.930","930.400","","0.000","-99.000","-99.000","-99.000","19.800","","16.000",""
"C0M640","2019-10-09 06:00:00","155.000","0.000","0.000","25.300","0.860","996.300","","0.000","-99.000","-99.000","-99.000","25.800","","24.600",""
"C0R660","2019-10-09 06:00:00","20.000","115.000","0.700","23.200","-99.000","1012.700","","0.000","-99.000","-99.000","-99.000","25.600","","23.200",""
"C0UA10","2019-10-09 06:00:00","1711.000","0.000","0.000","14.300","1.000","836.600","","2.000","-99.000","-99.000","-99.000","14.300","","11.600",""
"C0V770","2019-10-09 06:00:00","26.000","0.000","0.100","25.600","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0E730","2019-10-09 06:00:00","26.000","174.000","0.500","23.600","0.760","1010.400","","0.000","-99.000","-99.000","-99.000","25.700","","23.500",""
"C0V810","2019-10-09 06:00:00","32.000","0.000","0.000","26.200","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0A9C0","2019-10-09 06:00:00","35.000","45.000","1.800","26.000","0.700","1012.400","","0.000","7.900","21.000","","26.000","","25.600",""
"C0X310","2019-10-09 06:00:00","9.000","170.000","2.100","26.500","0.870","1013.500","","0.000","-99.000","-99.000","-99.000","27.400","","26.200",""
"C0K280","2019-10-09 06:00:00","23.000","27.000","1.300","25.100","0.890","1013.600","","0.000","-99.000","-99.000","-99.000","25.100","","23.800",""
"C0M650","2019-10-09 06:00:00","20.000","198.000","0.600","25.700","0.860","1012.000","","0.000","-99.000","-99.000","-99.000","26.400","","25.300",""
"C0S910","2019-10-09 06:00:00","212.000","180.000","1.400","24.800","0.880","992.200","","0.000","8.900","93.000","","25.300","","24.800",""
"C0D570","2019-10-09 06:00:00","15.000","0.000","0.200","24.700","0.800","1013.000","","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0M710","2019-10-09 06:00:00","15.000","165.000","1.200","26.700","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","27.000","","26.200",""
"C0V490","2019-10-09 06:00:00","20.000","0.000","0.200","26.300","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","27.300","","26.200",""
"C0E870","2019-10-09 06:00:00","34.000","0.000","0.000","22.600","0.880","1012.300","","0.000","-99.000","-99.000","-99.000","23.500","","22.500",""
"C0M800","2019-10-09 06:00:00","440.000","38.000","0.700","22.300","0.900","965.700","","0.000","-99.000","-99.000","-99.000","23.800","","22.000",""
"C0A570","2019-10-09 06:00:00","360.000","0.000","0.000","20.500","0.980","976.800","","1.500","-99.000","-99.000","-99.000","21.200","","20.300",""
"C0S790","2019-10-09 06:00:00","236.000","359.000","1.000","22.000","0.790","990.500","","0.000","-99.000","-99.000","-99.000","22.400","","21.100",""
"C0D590","2019-10-09 06:00:00","143.000","48.000","3.900","23.400","0.880","999.400","","0.000","9.200","60.000","","24.300","","23.300",""
"C0U990","2019-10-09 06:00:00","31.000","236.000","2.500","21.400","0.940","1014.700","","20.000","-99.000","-99.000","-99.000","23.900","","20.900",""
"C0M700","2019-10-09 06:00:00","150.000","110.000","0.500","24.500","0.940","997.800","","0.000","-99.000","-99.000","-99.000","25.400","","24.500",""
"C0A970","2019-10-09 06:00:00","96.000","31.000","4.700","24.200","0.990","1006.700","","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"CM0110","2019-10-09 06:00:00","7.000","51.000","1.000","24.200","0.740","1013.600","","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0S940","2019-10-09 06:00:00","150.000","345.000","0.900","23.900","0.670","998.800","","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0X250","2019-10-09 06:00:00","33.000","200.000","0.700","26.500","0.860","1010.200","","0.000","-99.000","-99.000","-99.000","26.900","","26.300",""
"C0K520","2019-10-09 06:00:00","10.000","3.000","1.100","24.400","0.880","1012.000","","0.000","-99.000","-99.000","-99.000","25.500","","24.300",""
"C0Z200","2019-10-09 06:00:00","153.000","170.000","0.500","19.900","0.990","1000.600","","0.000","-99.000","-99.000","-99.000","22.800","","19.900",""
"C0V740","2019-10-09 06:00:00","60.000","0.000","0.100","24.600","0.970","1008.300","","0.000","-99.000","-99.000","-99.000","26.300","","24.500",""
"C0G860","2019-10-09 06:00:00","45.000","32.000","0.900","25.800","0.870","1007.400","","0.000","-99.000","-99.000","-99.000","27.300","","25.800",""
"C0F0A0","2019-10-09 06:00:00","3587.000","222.000","2.600","2.500","0.440","667.100","","0.000","-99.000","-99.000","-99.000","2.500","","-0.100",""
"C0Z250","2019-10-09 06:00:00","1124.000","295.000","0.800","15.100","0.990","894.000","","0.000","-99.000","-99.000","-99.000","16.200","","15.100",""
"C0K440","2019-10-09 06:00:00","35.000","359.000","1.500","24.100","0.900","1010.300","","0.000","-99.000","-99.000","-99.000","25.900","","23.900",""
"C0T900","2019-10-09 06:00:00","160.000","275.000","0.600","21.500","0.760","997.400","","0.000","-99.000","-99.000","-99.000","22.300","","21.400",""
"C0F9V0","2019-10-09 06:00:00","525.000","176.000","1.700","21.800","0.830","957.400","","0.000","-99.000","-99.000","-99.000","24.200","","21.600",""
"C0UA20","2019-10-09 06:00:00","2619.000","31.000","0.500","8.900","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","11.400","","8.000",""
"C0M850","2019-10-09 06:00:00","695.000","0.000","0.000","21.000","0.890","936.600","","0.000","-99.000","-99.000","-99.000","21.700","","21.000",""
"C0G790","2019-10-09 06:00:00","27.000","0.000","0.000","25.100","0.950","1012.900","","0.000","-99.000","-99.000","-99.000","25.900","","24.900",""
"C0C620","2019-10-09 06:00:00","19.000","54.000","1.600","24.300","0.870","1012.600","","0.000","-99.000","-99.000","-99.000","25.200","","23.100",""
"C0I360","2019-10-09 06:00:00","300.000","140.000","1.000","23.600","0.680","979.700","","0.000","-99.000","-99.000","-99.000","25.000","","23.300",""
"C0M810","2019-10-09 06:00:00","1354.000","176.000","0.700","17.000","0.990","868.400","","0.000","-99.000","-99.000","-99.000","18.100","","16.900",""
"C0AC80","2019-10-09 06:00:00","40.000","0.000","0.100","23.800","0.900","1011.700","","1.000","-99.000","-99.000","-99.000","23.800","","23.200",""
"CM0140","2019-10-09 06:00:00","26.000","33.000","0.900","25.500","0.590","1013.500","","0.000","-99.000","-99.000","-99.000","26.300","","25.300",""
"C0SA20","2019-10-09 06:00:00","857.000","350.000","2.800","18.300","0.920","921.000","","0.000","10.000","346.000","","18.300","","17.900",""
"C0K490","2019-10-09 06:00:00","91.000","78.000","0.600","25.200","0.880","1003.500","","0.000","-99.000","-99.000","-99.000","26.200","","25.000",""
"C0V820","2019-10-09 06:00:00","441.000","57.000","0.700","21.600","0.970","967.100","","0.000","-99.000","-99.000","-99.000","23.100","","21.600",""
"C0S810","2019-10-09 06:00:00","65.000","330.000","4.100","21.700","0.830","1011.000","","0.000","-99.000","-99.000","-99.000","24.100","","21.300",""
"C0Z330","2019-10-09 06:00:00","488.000","0.000","0.200","19.900","0.870","963.600","","0.000","-99.000","-99.000","-99.000","20.400","","19.200",""
"C0E590","2019-10-09 06:00:00","40.000","77.000","0.400","22.700","0.850","1008.900","","0.000","-99.000","-99.000","-99.000","23.200","","22.000",""
"C0D540","2019-10-09 06:00:00","227.000","66.000","0.300","21.300","0.880","989.900","","0.000","-99.000","-99.000","-99.000","22.200","","20.600",""
"C0K420","2019-10-09 06:00:00","42.000","359.000","1.100","24.600","0.870","1009.300","","0.000","-99.000","-99.000","-99.000","26.200","","24.400",""
"C0Z180","2019-10-09 06:00:00","34.000","356.000","1.000","23.800","0.770","1013.300","","0.000","-99.000","-99.000","-99.000","23.800","","21.800",""
"C0AD10","2019-10-09 06:00:00","27.000","209.000","0.700","25.000","0.760","1012.800","","0.000","-99.000","-99.000","-99.000","26.500","","25.000",""
"C0M720","2019-10-09 06:00:00","225.000","14.000","0.500","24.800","0.840","988.500","","0.000","-99.000","-99.000","-99.000","25.300","","24.500",""
"C0V450","2019-10-09 06:00:00","51.000","0.000","0.100","23.400","0.990","1008.100","","0.000","-99.000","-99.000","-99.000","25.900","","23.100",""
"C0R280","2019-10-09 06:00:00","242.000","56.000","2.300","23.600","-99.000","987.200","","0.000","-99.000","-99.000","-99.000","24.300","","23.300",""
"C0E610","2019-10-09 06:00:00","850.000","0.000","0.000","20.400","0.820","921.800","","0.000","-99.000","-99.000","-99.000","21.800","","20.200",""
"C0V610","2019-10-09 06:00:00","22.000","109.000","1.200","26.000","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","27.700","","25.600",""
"C0Z310","2019-10-09 06:00:00","59.000","15.000","1.300","22.300","0.970","1011.300","","0.000","-99.000","-99.000","-99.000","23.300","","22.300",""
"C0S700","2019-10-09 06:00:00","507.000","210.000","1.400","19.600","0.920","960.400","","0.000","-99.000","-99.000","-99.000","20.900","","19.200",""
"C0T9G0","2019-10-09 06:00:00","605.000","17.000","0.300","19.400","0.990","951.300","","0.000","-99.000","-99.000","-99.000","20.400","","19.400",""
"C0U520","2019-10-09 06:00:00","517.000","226.000","0.600","19.200","0.990","961.800","","7.500","-99.000","-99.000","-99.000","19.700","","18.900",""
"C0E750","2019-10-09 06:00:00","62.000","58.000","0.700","23.600","0.790","1005.900","","0.000","-99.000","-99.000","-99.000","24.500","","23.400",""
"C0G660","2019-10-09 06:00:00","27.000","0.000","0.200","25.300","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0W140","2019-10-09 06:00:00","21.000","42.000","4.400","25.000","0.780","1014.600","","0.000","-99.000","-99.000","-99.000","25.900","","24.700",""
"C0U720","2019-10-09 06:00:00","1260.000","255.000","1.300","15.000","1.000","891.600","","0.500","-99.000","-99.000","-99.000","16.200","","14.700",""
"C0R690","2019-10-09 06:00:00","248.000","26.000","1.900","23.400","-99.000","985.900","","0.000","-99.000","-99.000","-99.000","24.100","","23.300",""
"C0X150","2019-10-09 06:00:00","18.000","144.000","1.300","-99.000","0.840","1013.100","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z050","2019-10-09 06:00:00","830.000","286.000","0.400","17.100","0.850","927.000","","0.000","-99.000","-99.000","-99.000","20.900","","16.900",""
"C0I490","2019-10-09 06:00:00","1601.000","195.000","0.700","15.600","0.990","844.500","","0.000","-99.000","-99.000","-99.000","16.700","","15.100",""
"C0I090","2019-10-09 06:00:00","910.000","211.000","1.000","19.900","0.950","915.100","","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0X240","2019-10-09 06:00:00","394.000","176.000","0.300","22.400","0.910","970.700","","0.000","-99.000","-99.000","-99.000","23.500","","22.400",""
"C0S990","2019-10-09 06:00:00","409.000","10.000","4.400","21.800","0.790","969.900","","0.000","-99.000","-99.000","-99.000","22.500","","21.600",""
"C0E850","2019-10-09 06:00:00","104.000","0.000","0.000","21.300","0.960","1002.400","","0.000","-99.000","-99.000","-99.000","22.800","","21.200",""
"C0T9B0","2019-10-09 06:00:00","558.000","185.000","1.300","19.800","0.880","955.700","","0.000","-99.000","-99.000","-99.000","21.200","","19.800",""
"C0G650","2019-10-09 06:00:00","34.000","0.000","0.000","24.900","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","26.200","","24.900",""
"C0K580","2019-10-09 06:00:00","26.000","19.000","0.300","24.700","0.950","1012.300","","0.000","-99.000","-99.000","-99.000","25.900","","24.500",""
"C0X050","2019-10-09 06:00:00","25.000","149.000","0.900","24.800","0.940","1010.100","","0.000","-99.000","-99.000","-99.000","26.700","","24.700",""
"CM0100","2019-10-09 06:00:00","25.000","23.000","3.300","25.300","0.730","1011.700","","0.000","9.300","360.000","","26.000","","25.200",""
"C0AC70","2019-10-09 06:00:00","71.000","84.000","1.500","24.500","0.870","1008.300","","2.000","-99.000","-99.000","-99.000","24.600","","24.100",""
"CM0130","2019-10-09 06:00:00","11.000","160.000","1.500","27.000","0.810","1013.300","","0.000","-99.000","-99.000","-99.000","27.800","","26.900",""
"C0W110","2019-10-09 06:00:00","16.000","31.000","9.300","23.200","0.830","1016.100","","0.000","-99.000","-99.000","-99.000","24.000","","23.100",""
"C0R670","2019-10-09 06:00:00","26.000","57.000","3.000","25.700","-99.000","1012.300","","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0X120","2019-10-09 06:00:00","28.000","149.000","1.700","26.100","0.850","1011.700","","0.000","-99.000","-99.000","-99.000","27.300","","26.100",""
"C0R100","2019-10-09 06:00:00","1006.000","309.000","0.700","17.800","0.960","905.000","","0.000","-99.000","-99.000","-99.000","18.900","","17.700",""
"C0C700","2019-10-09 06:00:00","151.000","87.000","3.200","23.800","0.840","999.000","","0.000","-99.000","-99.000","-99.000","24.300","","23.100",""
"C0W130","2019-10-09 06:00:00","18.000","29.000","4.100","25.600","0.860","1010.600","","0.000","9.400","15.000","","26.200","","25.600",""
"C0F9R0","2019-10-09 06:00:00","20.000","29.000","1.000","24.000","0.970","1012.500","","0.000","-99.000","-99.000","-99.000","25.400","","24.000",""
"C0V660","2019-10-09 06:00:00","25.000","100.000","0.700","25.600","0.910","1012.100","","0.000","-99.000","-99.000","-99.000","26.800","","25.500",""
"C0G780","2019-10-09 06:00:00","27.000","359.000","1.100","25.500","0.840","1010.700","","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0C590","2019-10-09 06:00:00","72.000","52.000","1.700","24.500","0.860","1007.000","","0.000","-99.000","-99.000","-99.000","25.100","","23.600",""
"C0I520","2019-10-09 06:00:00","3860.000","42.000","2.300","6.100","0.210","645.200","","-99.000","-99.000","-99.000","-99.000","6.800","","3.900",""
"C0M790","2019-10-09 06:00:00","15.000","13.000","0.800","25.700","0.830","1011.200","","0.000","-99.000","-99.000","-99.000","26.300","","25.400",""
"C0R130","2019-10-09 06:00:00","1040.000","92.000","1.700","19.000","0.660","899.100","","0.000","-99.000","-99.000","-99.000","19.300","","17.200",""
"C0AH30","2019-10-09 06:00:00","755.000","60.000","2.700","19.600","1.000","932.700","","1.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0X170","2019-10-09 06:00:00","50.000","136.000","1.000","25.800","0.900","1007.700","","0.000","-99.000","-99.000","-99.000","27.200","","25.800",""
"C0K291","2019-10-09 06:00:00","8.000","71.000","0.400","26.000","0.900","1013.300","","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0D480","2019-10-09 06:00:00","223.000","44.000","0.300","22.800","0.890","988.900","","0.000","-99.000","-99.000","-99.000","22.900","","22.300",""
"C0F0C0","2019-10-09 06:00:00","983.000","0.000","0.000","18.400","0.990","906.300","","0.000","-99.000","-99.000","-99.000","20.400","","18.400",""
"C0U860","2019-10-09 06:00:00","5.000","265.000","1.000","22.400","0.950","1016.800","","12.500","-99.000","-99.000","-99.000","23.000","","21.800",""
"C0UA50","2019-10-09 06:00:00","808.000","90.000","0.700","18.700","0.990","927.900","","30.000","-99.000","-99.000","-99.000","19.200","","18.100",""
"C0T960","2019-10-09 06:00:00","120.000","0.000","0.200","18.800","0.990","1003.400","","0.000","-99.000","-99.000","-99.000","21.800","","18.700",""
"C0SA80","2019-10-09 06:00:00","136.000","256.000","0.700","20.000","0.990","1000.200","","0.500","-99.000","-99.000","-99.000","22.000","","20.000",""
"C0E780","2019-10-09 06:00:00","160.000","0.000","0.100","22.600","0.850","996.000","","0.000","-99.000","-99.000","-99.000","23.500","","22.500",""
"C0F9Q0","2019-10-09 06:00:00","149.000","134.000","1.000","23.500","0.960","996.300","","0.000","-99.000","-99.000","-99.000","24.900","","22.900",""
"C0F9X0","2019-10-09 06:00:00","166.000","27.000","0.900","24.700","0.840","996.000","","0.000","-99.000","-99.000","-99.000","25.900","","24.600",""
"C0F0D0","2019-10-09 06:00:00","3171.000","102.000","0.600","7.600","0.800","701.200","","0.000","-99.000","-99.000","-99.000","9.500","","7.600",""
"C0S730","2019-10-09 06:00:00","110.000","44.000","6.600","25.000","0.840","1002.900","","0.000","13.600","24.000","","25.300","","25.000",""
"C0T790","2019-10-09 06:00:00","2830.000","132.000","3.700","7.700","0.860","730.700","","0.000","-99.000","-99.000","-99.000","8.200","","5.200",""
"C0M830","2019-10-09 06:00:00","540.000","0.000","0.000","22.000","0.990","955.500","","0.000","-99.000","-99.000","-99.000","23.100","","21.700",""
"C0V750","2019-10-09 06:00:00","50.000","170.000","1.900","26.400","1.000","1009.300","","0.000","-99.000","-99.000","-99.000","27.400","","26.400",""
"C0K530","2019-10-09 06:00:00","12.000","63.000","1.100","24.400","0.890","1012.700","","0.000","-99.000","-99.000","-99.000","25.800","","24.400",""
"C0G850","2019-10-09 06:00:00","62.000","36.000","0.700","26.600","0.870","1006.100","","0.000","-99.000","-99.000","-99.000","28.200","","26.500",""
"C0M780","2019-10-09 06:00:00","30.000","183.000","0.800","25.700","0.850","1010.800","","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0V360","2019-10-09 06:00:00","94.000","0.000","0.000","23.500","0.970","1003.400","","0.000","-99.000","-99.000","-99.000","24.700","","23.500",""
"C0K510","2019-10-09 06:00:00","10.000","353.000","1.500","24.800","0.890","1012.100","","0.000","-99.000","-99.000","-99.000","26.200","","24.800",""
"C0D650","2019-10-09 06:00:00","97.000","55.000","4.300","24.000","0.840","1004.200","","0.000","9.600","52.000","","24.900","","24.000",""
"C0V630","2019-10-09 06:00:00","19.000","163.000","1.100","26.600","0.800","1013.900","","0.000","-99.000","-99.000","-99.000","27.200","","26.400",""
"C0U910","2019-10-09 06:00:00","17.000","303.000","1.300","22.000","0.940","1014.700","","23.500","-99.000","-99.000","-99.000","23.800","","21.200",""
"C0U600","2019-10-09 06:00:00","10.000","0.000","0.000","22.000","0.990","1015.700","","-99.000","-99.000","-99.000","-99.000","23.000","","21.600",""
"C0G820","2019-10-09 06:00:00","29.000","0.000","0.100","25.500","0.890","1010.000","","0.000","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0R590","2019-10-09 06:00:00","72.000","0.000","0.100","24.600","0.930","1005.900","","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0A9E0","2019-10-09 06:00:00","26.000","127.000","0.700","26.000","0.720","1013.800","","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0R480","2019-10-09 06:00:00","57.000","0.000","0.000","24.500","0.830","1007.700","","0.000","-99.000","-99.000","-99.000","25.800","","24.500",""
"C0X300","2019-10-09 06:00:00","70.000","0.000","0.000","24.200","0.950","1005.900","","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0U970","2019-10-09 06:00:00","7.000","220.000","2.600","22.100","0.910","1017.300","","40.000","-99.000","-99.000","-99.000","23.200","","21.900",""
"C0M750","2019-10-09 06:00:00","10.000","191.000","1.600","26.700","0.850","1012.600","","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0I110","2019-10-09 06:00:00","161.000","0.000","0.000","24.600","0.890","996.500","","0.000","-99.000","-99.000","-99.000","26.200","","24.600",""
"C0V370","2019-10-09 06:00:00","74.000","70.000","0.400","24.000","1.000","1006.200","","0.000","-99.000","-99.000","-99.000","25.100","","23.700",""
"C0C690","2019-10-09 06:00:00","242.000","149.000","1.100","22.800","0.800","988.600","","0.000","-99.000","-99.000","-99.000","22.800","","22.200",""
"C0A540","2019-10-09 06:00:00","401.000","0.000","0.000","20.400","0.980","970.200","","-99.000","-99.000","-99.000","-99.000","20.700","","20.300",""
"C0H950","2019-10-09 06:00:00","192.000","0.000","0.000","23.100","0.990","992.900","","0.000","-99.000","-99.000","-99.000","24.500","","23.100",""
"C0O960","2019-10-09 06:00:00","112.000","0.000","0.000","24.100","0.930","1001.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0AH10","2019-10-09 06:00:00","30.000","104.000","2.100","25.400","0.870","1011.900","","2.000","-99.000","-99.000","-99.000","25.400","","24.000",""
"C0R680","2019-10-09 06:00:00","13.000","49.000","2.300","25.900","-99.000","1013.200","","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0X210","2019-10-09 06:00:00","38.000","118.000","1.200","24.600","0.920","1008.000","","0.000","-99.000","-99.000","-99.000","26.400","","24.600",""
"C0D430","2019-10-09 06:00:00","87.000","0.000","0.000","22.800","0.840","1003.700","","0.000","-99.000","-99.000","-99.000","23.500","","21.600",""
"C0AD30","2019-10-09 06:00:00","20.000","98.000","2.300","26.400","0.700","1012.100","","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"C0R240","2019-10-09 06:00:00","87.000","103.000","0.500","23.000","0.880","1003.900","","0.000","-99.000","-99.000","-99.000","24.100","","22.600",""
"C0AI30","2019-10-09 06:00:00","26.000","87.000","5.100","25.600","0.840","1014.000","","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0U960","2019-10-09 06:00:00","1885.000","0.000","0.200","13.300","0.990","818.600","","4.500","-99.000","-99.000","-99.000","13.300","","9.900",""
"C0T9E0","2019-10-09 06:00:00","415.000","16.000","1.700","20.300","0.890","971.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.700",""
"C0D550","2019-10-09 06:00:00","1956.000","0.000","0.000","12.900","0.970","813.900","","0.000","-99.000","-99.000","-99.000","14.400","","12.900",""
"C0C630","2019-10-09 06:00:00","209.000","71.000","2.700","23.600","0.780","991.800","","0.000","-99.000","-99.000","-99.000","23.600","","22.400",""
"C0C630","2019-10-09 07:00:00","209.000","67.000","3.000","23.900","0.770","992.200","","0.000","-99.000","-99.000","-99.000","23.900","","22.400",""
"C0D550","2019-10-09 07:00:00","1956.000","0.000","0.000","13.900","0.970","814.100","","0.000","-99.000","-99.000","-99.000","14.400","","12.900",""
"C0T9E0","2019-10-09 07:00:00","415.000","45.000","1.500","21.400","0.920","971.800","","0.000","-99.000","-99.000","-99.000","21.400","","19.700",""
"C0U960","2019-10-09 07:00:00","1885.000","8.000","1.600","13.400","0.990","818.800","","5.000","-99.000","-99.000","-99.000","13.400","","9.900",""
